track_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1vrMGV0cxKxujjkhKiFMUe,-168.87815856933594,149.07264709472656,21.77625274658203,26.428905487060547,7.036611557006836,13.988304138183594,-7.050924301147461,9.281805038452148,-4.899842262268066,5.740731716156006,-4.957855701446533,0.7645020484924316,-6.029598236083984,5.039819717407227,-3.7370760440826416,3.559558391571045,-183.80018615722656,144.13400268554688,21.698110580444336,25.900516510009766,6.745059490203857,13.443634033203125,-7.729263782501221,9.39611530303955,-5.355381965637207,5.343457221984863,-4.884625434875488,0.623323917388916,-6.16246223449707,5.175551891326904,-3.4741158485412598,3.4818999767303467
1vtQLXxSIr0A4Pfs9VGqxk,-141.92787170410156,104.62326049804688,-13.809747695922852,23.729591369628906,-5.454808712005615,3.934413194656372,-17.89777946472168,2.7652392387390137,-19.37482452392578,-1.1037468910217285,-15.45773696899414,-2.8982772827148438,-12.6904296875,2.0831398963928223,-7.711353302001953,-2.6607704162597656,-153.3536376953125,103.82029724121094,-14.127267837524414,23.913562774658203,-6.07670259475708,3.8451030254364014,-18.366474151611328,3.5985798835754395,-20.127872467041016,-1.4482183456420898,-15.359254837036133,-2.7840657234191895,-12.672614097595215,2.0349626541137695,-7.431748390197754,-2.6913840770721436
1VUGWjzlqudhTqvhc17miB,-65.68550872802734,107.92851257324219,-6.070539474487305,24.247661590576172,-4.453580856323242,17.09768295288086,-5.910974502563477,14.199185371398926,-4.005401134490967,8.870491981506348,-7.7489447593688965,14.327091217041016,-6.586941719055176,8.949281692504883,-5.555743217468262,9.180370330810547,-71.58251190185547,105.1038818359375,-4.4906487464904785,23.968517303466797,-3.7355008125305176,16.626203536987305,-6.700347423553467,13.305500984191895,-4.634307384490967,7.919793605804443,-8.088497161865234,13.877119064331055,-7.292703151702881,8.440471649169922,-5.6622314453125,9.27744197845459
1wwR242udYdQC4ggSSB5oe,-96.21089935302734,123.91912841796875,-13.37773323059082,35.899574279785156,-2.98972487449646,15.094671249389648,-13.977313995361328,9.27757453918457,-7.679050445556641,9.845185279846191,-3.821824789047241,9.846145629882812,-10.020462036132812,-1.665198564529419,-13.68423080444336,7.898565292358398,-121.20499420166016,122.27421569824219,-13.642281532287598,35.08634567260742,-2.6001980304718018,14.587247848510742,-12.96258544921875,9.191157341003418,-7.27698278427124,8.908537864685059,-3.2532575130462646,9.431902885437012,-9.649590492248535,-2.531559467315674,-13.214781761169434,8.227883338928223
1vV2FBKYvu6sJDqzSCNgbI,-103.63190460205078,116.45497131347656,-0.16248001158237457,34.81728744506836,6.409920692443848,14.213139533996582,-5.376309394836426,8.498373985290527,-13.60295581817627,8.875005722045898,-11.483404159545898,8.457376480102539,-6.798702716827393,5.995533466339111,-6.646257400512695,5.856135368347168,-120.72625732421875,114.53443145751953,2.142458200454712,34.11913299560547,5.7317280769348145,13.256285667419434,-4.987783432006836,7.709388732910156,-13.80727767944336,8.141221046447754,-11.188488006591797,8.035985946655273,-6.782212734222412,5.709587097167969,-6.415750503540039,5.376391410827637
1vvfDEK6OeGQrYwQF9bVSO,-124.31328582763672,74.32171630859375,-10.949491500854492,31.07306671142578,-6.543693542480469,25.67116928100586,-6.844193458557129,12.625036239624023,-9.510403633117676,11.822173118591309,-7.332571029663086,9.793157577514648,-8.720550537109375,5.300666809082031,-9.577326774597168,7.044272422790527,-148.749755859375,72.95545196533203,-10.886479377746582,32.257041931152344,-6.321200847625732,24.267620086669922,-6.4268269538879395,11.69730281829834,-9.485499382019043,11.570328712463379,-7.311979293823242,9.653940200805664,-8.81432819366455,5.355401992797852,-9.456513404846191,7.555703639984131
1vVm7saDXHk99SU5BFUDpp,-16.44468879699707,93.89810180664062,-4.185094833374023,36.8218994140625,0.7478680610656738,21.45360565185547,-9.884746551513672,16.892702102661133,-9.150225639343262,13.361787796020508,-8.289566040039062,11.205142974853516,-7.194639682769775,9.978450775146484,-8.030388832092285,5.841802597045898,-40.90546417236328,95.4223861694336,-4.296571731567383,35.29142379760742,1.1311933994293213,20.14003562927246,-10.567193031311035,15.627583503723145,-9.85838794708252,12.044624328613281,-8.755447387695312,10.357919692993164,-7.6911139488220215,8.820882797241211,-8.111956596374512,4.9570183753967285
1vvNmPOiUuyCbgWmtc6yfm,-11.211979866027832,104.72247314453125,-10.900500297546387,22.770845413208008,-1.6555455923080444,17.698564529418945,-6.4842329025268555,13.345772743225098,-6.693422317504883,13.335166931152344,-4.5041399002075195,13.357925415039062,-8.899995803833008,8.759988784790039,-10.294693946838379,9.056018829345703,-31.142711639404297,105.18437957763672,-10.963027954101562,21.471729278564453,-2.3285491466522217,16.78715705871582,-7.805142879486084,11.548035621643066,-5.803908824920654,11.5114107131958,-4.994414806365967,13.112549781799316,-8.441062927246094,8.759466171264648,-9.560408592224121,8.990427017211914
1VvsWao3Tx3QjkWgr6sTaO,-134.18505859375,86.61212158203125,8.555877685546875,34.856746673583984,2.2808196544647217,26.237808227539062,-4.0628204345703125,19.77465057373047,-4.95408821105957,15.789278984069824,-1.1509824991226196,14.744308471679688,-2.272582530975342,11.876206398010254,-2.1156301498413086,12.158315658569336,-150.64686584472656,82.67643737792969,8.197370529174805,36.67359161376953,1.876828670501709,25.562183380126953,-3.9285457134246826,19.958141326904297,-5.055822372436523,15.960880279541016,-1.0628609657287598,14.624472618103027,-2.064317464828491,11.984362602233887,-1.9897141456604004,12.172595977783203
1vxu8vMNshg5J8z3oA7QJZ,-32.94975662231445,75.8263931274414,-26.313440322875977,63.76074981689453,4.525143623352051,19.24135398864746,-3.609369993209839,15.887201309204102,-6.016415119171143,12.18326473236084,-7.291571140289307,9.442122459411621,-8.405303955078125,4.645275592803955,-8.25760555267334,5.274504661560059,-66.41281127929688,77.82017517089844,-26.22633934020996,61.838497161865234,3.4107017517089844,19.312299728393555,-3.239448070526123,14.553918838500977,-5.769577503204346,10.45113468170166,-7.021430969238281,8.469992637634277,-7.997410774230957,4.289435863494873,-7.769762992858887,4.99009895324707
